image_name,area,perimeter,circularity,aspect_ratio,weight
wgt1.jpg,371004.0,6684.796354532242,0.10433069323588942,1.7777777777777777,600
wgt2.jpg,370094.5,7760.582274675369,0.07722072594968415,1.7777777777777777,800
wgt3.jpg,322770.0,5913.159712195396,0.11600155411929919,1.7777777777777777,300
wgt4.jpg,368615.0,7430.501982212067,0.08389702466148298,1.7777777777777777,700
wgt5.jpg,333126.0,5947.07645213604,0.11836174271999987,1.7777777777777777,400
wgt6.jpg,374694.5,7421.420808792114,0.08548955709344323,1.7777777777777777,550
wgt7.jpg,376390.5,7970.675640463829,0.0744488930702419,1.7777777777777777,500
wgt8.jpg,318143.5,6110.858196139336,0.10706031250352062,1.7777777777777777,450
wgt9.jpg,326746.0,5993.929265141487,0.11428702209312837,1.7777777777777777,250
wgt10.jpg,321998.0,7243.295916318893,0.07712418397169733,1.7777777777777777,400
wgt11.jpg,383278.5,8474.454419732094,0.0670657562098546,1.7777777777777777,500
wgt12.jpg,392248.0,7742.481773614883,0.08222619968136015,1.7777777777777777,650
wgt13.jpg,350243.0,6129.69376373291,0.11713907016434993,1.7777777777777777,600
wgt14.jpg,466015.0,8277.383355855942,0.08547195172834257,1.7777777777777777,750
wgt15.jpg,346846.5,6918.092818021774,0.0910698059964615,1.7777777777777777,500
wgt16.jpg,381077.5,8357.199586987495,0.06856486467615229,1.7777777777777777,650
wgt17.jpg,365186.5,7504.734514951706,0.08148054245732933,1.7777777777777777,600
wgt18.jpg,323866.5,6046.230779647827,0.1113285242804849,1.7777777777777777,300
wgt19.jpg,373517.5,8517.674763798714,0.06469619095970938,1.7777777777777777,500
wgt20.jpg,355294.5,8052.949806690216,0.06884753004914855,1.7777777777777777,400
wgt21.jpg,389509.5,8420.062504291534,0.06903944439406437,1.7777777777777777,600
wgt22.jpg,379888.5,6735.205516457558,0.10523599371880088,1.7777777777777777,550
wgt23.jpg,399154.0,9629.411915421486,0.05409421466648222,1.7777777777777777,750
wgt24.jpg,383098.0,7601.99648809433,0.08330372457029833,1.7777777777777777,400
wgt25.jpg,385674.0,7682.246270298958,0.08212091423418615,1.7777777777777777,400
wgt26.jpg,394757.0,8047.726499676704,0.07659374185647502,1.7777777777777777,600
wgt27.jpg,386259.5,7641.6117153167725,0.08312259726566894,1.7777777777777777,500
wgt28.jpg,305663.5,7233.0877677202225,0.07341857921107618,1.7777777777777777,450
wgt29.jpg,265710.5,5962.147518515587,0.09393190839993772,1.7777777777777777,350
wgt30.jpg,321060.0,8938.603693723679,0.05049596778819696,1.7777777777777777,600
wgt31.jpg,423834.0,8140.422894239426,0.0803732857000057,1.7777777777777777,500
wgt32.jpg,434912.0,7658.824917078018,0.09317233332957961,1.7777777777777777,450
wgt33.jpg,382837.5,7260.6125910282135,0.0912594415106098,1.7777777777777777,350
wgt34.jpg,423196.0,8476.020874738693,0.07402311943862705,1.7777777777777777,500
wgt35.jpg,385224.5,7649.808549165726,0.08272230584292349,1.7777777777777777,650
wgt36.jpg,382648.5,7658.131484746933,0.0819906335043891,1.7777777777777777,500
